tweet,sentiment,Subjectivity
eight months acquisition ola food delivery company fodpanda looking revive brand ne,1,0.0
crazy food order online savor delicious food doorstep call order,2,0.95
account blocked zomato suspicious behaviour done,1,0.0
heard scooter sound thought old man badas fodpanda rider differ man came back prayers amen,2,0.20000000000000004
sad see ur quality go ordered swigy rcvd half cooked wrap swigy order,0,0.5833333333333334
responded tweet request check,1,0.0
china ctrip may invest million zomato,1,0.0
sure cheated money reasons tatsy choosing yur service believe,2,0.8888888888888888
china largest travel poal ctrip invest mn zomato financing round,0,0.4
contacted swigy filled many forms panership response thier side get,2,0.7
review city socialite sda market sda,1,0.0
review vegas sector,1,0.0
review ihop cyber hub dlf cyber city,1,0.0
review bikers cafe golf course road,1,0.0
oven baked cookies details please contact us,1,0.0
review oasis baklawa east kailash,1,0.0
review bar headquaers conaught place,1,0.0
give traffic training boys seen riding bikes like,1,0.0
china largest travel poal invest mn financing round,0,0.4
review binge kailash colony,1,0.0
review gulab pitampura,1,0.0
review hauz khas social hauz khas village,2,0.06666666666666667
review kehar sweets snacks sector,1,0.0
china largest travel poal ctripenglish invest mn zomato financing round,0,0.4
placed order swigy restaurant confirmed delivery person informed restaurant closed,2,0.55
today monday steak night la bouffe per person glass shiraz dese,1,0.0
entry craveface cravepay fodpanda,1,0.0
thank unblocking account done mistake hope repea,1,0.0
needed points next level moarning showing,1,0.0
monday day pizza fix surround pizza positivity italian mafia,1,0.0
hey nishant kindly dm us regarding query assist fuher,2,0.9
gold membership story special us add value business gold,2,0.5714285714285714
gold membership story special us add value business gold membe,2,0.5714285714285714
heh heh pleasure corner ripon st amp welesley swigy,1,0.0
great story self regulation online platform zomato delists restaurants without fsai licence,2,0.75
ordered food via fodpanda paid amount using tez option nd,1,0.0
reviews everything fine food tastes great delivery time reminds home experimentin,2,0.625
zomato talks raise million valuation billion indian wire,1,0.0
hi shardul understand disappointment zomato gold services,0,0.4
reject orders wanted today lunch,1,0.0
hi pinaki ceainly help get checked request,1,0.0
swigy charges delivery charge applicable swigy applicable,1,0.0
dish chicken mildly spiced curry sauce buterchicken contact us,0,0.725
called helpline one helping bullshit burger king,1,0.0
every couple gold membership ask refund point paner,1,0.0
understand coming truly apologize inconvenience caused however,1,0.0
cancellation complaint filed swigy swigy,0,0.2
every couple gold membership ask refund point paner one,1,0.0
couqley french food celebration appetite exploration flavours check editor,1,0.0
south indian lunch authentic taste old dili dilionwheels order online delivery,2,0.475
plz tell anyone bad experience zomato complained means ri,0,0.43333333333333335
become proficient solving data science problems attending webinar applied data science concept,1,0.0
sometimes open swigy wanted open twitter,1,0.5
attempt book table get response ticket queued successfully user idea means,2,0.95
thanks team swigy speedy resolution,2,0.2
hi im fodpanda girl please dm address deliver,1,0.0
pa zomato million funding could come ctrip china,1,0.0
hi im fodpanda girl please dm address deliver donut wou,1,0.0
bharat bandh taking time deliver lack notified users,1,0.0
hi im fodpanda girl please dm address deliver donut would lik,1,0.0
china ctrip may put million zomato cotake cotakecolaborationews colaborationews,1,0.0
poor fan swigy lunch,0,0.6
time order zomato days run cigarettes got ta buy food get cigarettes delivered lifehack,1,0.0
craving food feel coming comfo zone go way favori,1,0.0
hi phani working diligently assist customers experience disruption th,1,0.0
dear ur customer care idiot respond tell problem,0,0.8
uninstaling ap tell way permanently delete acc disabled cod,0,0.3
delivery charges applied since already pay subscription charge swigy super,2,0.6666666666666666
zomato talks raise usd million china ctrip,1,0.0
zomato amp swigy delist defaulting restaurants mumbai food delivery license,1,0.0
operational hours pm pm means last order taken go place orders,1,0.06666666666666667
hey ayush help kindly dm us contact number reach ou,2,0.9
one worst experience swigy ordered veg food delivered non veg food,0,1.0
dear introduced fair usage policies paners customers,2,0.9
dont use zomato use several promo code become fraudulent,1,0.0
ignore tried fodpanda gap three years enough shitty exper,1,0.5
thank delivering food amidst bharathbandh tape food package guys saved,1,0.0
es campur jelly ice jelly mixed ice jelly various fruit jelly flavors indonesiafod,1,0.375
orders fulfilled zero consideration pedestrians traffic rules road safety mh,1,0.0
stop saying delivery mins easily cheat people india,2,0.8333333333333334
useless customer service,0,0.2
hi raj sorry disappoint kindly share order details sh,2,0.95
kind service order canceledbut later,2,0.45
hey help understand delivery charge applying promo code get,1,0.0
eight months acquisition ola food delivery company fodpanda looking revive brand new ad,2,0.45454545454545453
order customer service ignored requests,1,0.0
brilliant marketing worried fodwar indeed,2,1.0
could contact customer care via live chat email case follow order,2,0.5
story fodpanda latest offers crave pay,2,0.45
hey vignesh seems quite strange kindly dm us contact number,2,0.525
mobile ap introduced like zomato swigy fodpanda etc order boke,1,0.0
mobile ap introduced like zomato swigy fodpanda etc order booked online,1,0.0
wait bad news beginning even people use gold,0,0.6666666666666666
think changes right staing today users unlock gold benefit every,2,0.5357142857142857
boasts incentivises delivery people overcharging customersand get orde,1,0.0
happened restaurant accepted order got delivery guys number waited hour,1,0.0
zomato first lured everyone zomato gold changed policies regarding use mid way efec,2,0.16666666666666666
cheap behavior pivoting offer plan midway thru offer period co,2,0.7
wtf zomato new update gold membership usage,0,0.7272727272727273
okay notification tells zomato gold solo anymore one unlock two folk,2,0.5
zomato gold changed terms make unfavourable us nice,2,1.0
cheap behavior pivoting offer plan midway thru offer period coz rea,2,0.7
ctrip china expected join zomato funding china,0,0.4
zomato first lured everyone zomato gold changed policies regarding use mid way effectively,2,0.37777777777777777
zomato made tweak zomato gold result restaurant pushback,1,0.0
heat people paying individually restricting use first lure,2,0.3666666666666667
zomato gold changed terms make unfavourable us nice zomatogold zomato,2,1.0
number membership unlocks table zomato gold reduced accept ask,1,0.0
zomato best ing customers thank changing policy midway memb,2,0.3
swigy launches sustainable food packaging marketplace,1,0.0
lunch todayvisit us lake terrace tower cluster jlt order via zomatotalabat ap call us,1,0.0
misleading consumers zomato gold change terms anytime sell zomato gold fuher money,1,0.0
anna kotha number first order ke fodpanda orders,2,0.3333333333333333
served food minutes cold food uninstaling swigy really disappointed nowdays order,0,0.875
respect right alter tampc zomato gold least honour validity,0,0.46785714285714286
one gold unlocked every two diners heat cool showing us gold,2,0.65
hi sorry hear would like assure,0,1.0
new limit gold redemption illogical gold members want,2,0.45454545454545453
packaging assist estore stock range custom delivery containers read,1,0.0
hi im fodpanda girl please dm address deliver mak would,1,0.0
word changing termsampconditions taken customers money deception zomato,1,0.0
young adult huge appetite use gold alone nonsense week fiv,2,0.5333333333333333
change service terms middle contract case want money back,1,0.0
wt wrng wd guys diners rqrd zomato gld unlck nonsepolicy dine alone nd eat,1,0.0
hello suddenly decide change best feature zomato gold plan heat,2,0.4
hi fodpanda girl im happy hear mak mana mana pun okay,2,0.75
bangsar lot cafes check zomato aps,1,0.0
basically want singlestags enjoy zomatogold benefit acc,2,0.5
old zomato gold apply new members people already,2,0.32727272727272727
sly unprofessional company made good strides market previously,2,0.38333333333333336
zomatogoldcheater use hastag protest,1,0.0
hey trying order lunch ap idle shift,1,0.0
still woh using multiple gold accounts group,1,0.0
amended terms use zomato gold earlier every gold membership holder could avail bene,1,0.5
hello since changed zomato gold policy paying completely different,1,0.6
thought rule already place anyway relieve restaurants bit,1,0.0
hey guys stay policies zomato gold selling year members,1,0.0
amended terms use zomato gold earlier every gold membership holder could avail benefit subj,1,0.5
zomato gold changes added agenda today bharath bandh zomato,1,0.0
disappointed change policy guys thought introducing poli,0,0.75
questionable character shown changing tnc purchase zomato gold want money back,0,0.5
zomatogoldcheater lets use protest,1,0.0
ordered potato amp tomato zomato bharat band th september celebrating holidays,1,0.0
suddenly feeling cheated zomato gold pathetic strategy never expected zomatogold,0,0.6333333333333333
zomato gold usage policy got updated table two gold members one redeem,1,0.0
super fast anupam reading notification saw tweet,2,0.6333333333333333
unacceptable behaviour changing usage tampc zomato gold users bought please refund money back boycotzomato,1,0.0
happy serve customer swigy chocolate box corporate order chandigarh ludhiana punjab,2,0.5
use zomatogoldcheater protest,1,0.0
totally upset gold terms conditions agree change buy want refund,1,0.75
depreciate midmembership policy update essentially means need ju,1,0.3
seems like single people unfounate avail zomato gold grow,0,0.21428571428571427
